Date;Pair;Side;Price;Quantity;Amount;Fee;RealizedProfit
15/02/2021 02:00;VETUSDT;BUY;0.049071;307;15.0647970000 USDT;-0.0045194300 USDT;0
15/02/2021 02:00;LINKUSDT;BUY;31.128;2.4;74.7072000000 USDT;-0.0224121600 USDT;4.11094
15/02/2021 02:00;XRPUSDT;BUY;0.5653;150;84.7950000000 USDT;-0.0254385000 USDT;3.15984
15/02/2021 02:00;RLCUSDT;BUY;2.315;1.6;3.7040000000 USDT;-0.0011111900 USDT;0
15/02/2021 02:00;SXPUSDT;BUY;2.076;40.2;83.4552000000 USDT;-0.0250365600 USDT;3.36144
15/02/2021 02:00;KAVAUSDT;BUY;4.3396;6.5;28.2074000000 USDT;-0.0084622200 USDT;3.8246
15/02/2021 02:00;RLCUSDT;BUY;2.3148;45.1;104.3974800000 USDT;-0.0313192400 USDT;0.58464
15/02/2021 02:00;KAVAUSDT;BUY;4.3404;17.8;77.2591200000 USDT;-0.0231777300 USDT;2.46792
15/02/2021 02:00;IOTAUSDT;SELL;1.14;76.8;87.5520000000 USDT;-0.0087552000 USDT;-1.92
15/02/2021 02:00;RENUSDT;BUY;0.83666;88;73.6260800000 USDT;-0.0220878200 USDT;2.07648
15/02/2021 02:00;DASHUSDT;BUY;217.11;0.54;117.2394000000 USDT;-0.0117239400 USDT;7.33515
15/02/2021 02:00;ETCUSDT;SELL;15.23;2.95;44.9285000000 USDT;-0.0044928400 USDT;-2.48704
15/02/2021 02:00;ETCUSDT;SELL;15.23;1.69;25.7387000000 USDT;-0.0025738600 USDT;0
15/02/2021 02:01;LTCUSDT;SELL;206.24;0.393;81.0523200000 USDT;-0.0081052300 USDT;-2.2834
15/02/2021 02:01;FTMUSDT;SELL;0.1617;477;77.1309000000 USDT;-0.0077130900 USDT;-3.845604
15/02/2021 02:02;ZECUSDT;SELL;151.3;0.562;85.0306000000 USDT;-0.0085030600 USDT;-3.09662
15/02/2021 02:10;MKRUSDT;SELL;2434.05;0.034;82.7577000000 USDT;-0.0082757700 USDT;-2.03762
15/02/2021 02:11;BCHUSDT;BUY;691.82;0.128;88.5529600000 USDT;-0.0088552900 USDT;-0.44655
15/02/2021 02:13;EOSUSDT;BUY;4.72;18.2;85.9040000000 USDT;-0.0085904000 USDT;3.318
15/02/2021 04:00;ETCUSDT;BUY;14.487;4.86;70.4068200000 USDT;-0.0211220400 USDT;1.72376
15/02/2021 04:00;ATOMUSDT;BUY;16.992;4.92;83.6006400000 USDT;-0.0250801900 USDT;6.47482
15/02/2021 04:00;OMGUSDT;BUY;5.9625;14;83.4750000000 USDT;-0.0250425000 USDT;7.27204
15/02/2021 04:00;XTZUSDT;BUY;4.283;17.7;75.8091000000 USDT;-0.0227427300 USDT;4.6956
15/02/2021 04:00;ZECUSDT;BUY;142.97;0.59;84.3523000000 USDT;-0.0253056900 USDT;2.34073
15/02/2021 04:00;BANDUSDT;BUY;15.1269;5.5;83.1979500000 USDT;-0.0249593800 USDT;3.68275
15/02/2021 04:00;ENJUSDT;BUY;0.49366;180;88.8588000000 USDT;-0.0266576400 USDT;4.21808
15/02/2021 05:04;TOMOUSDT;SELL;1.915;28;53.6200000000 USDT;-0.0053620000 USDT;-3.332
15/02/2021 05:19;BNBUSDT;SELL;126.85;0.58;73.5730000000 USDT;-0.0073573000 USDT;-2.9261
15/02/2021 06:00;ETCUSDT;SELL;14.24;5.09;72.4816000000 USDT;-0.0072481600 USDT;-0.62738
15/02/2021 06:00;ONTUSDT;SELL;1.044;89.9;93.8556000000 USDT;-0.0093855500 USDT;-8.64
15/02/2021 06:00;BCHUSDT;SELL;654.02;0.126;82.4065200000 USDT;-0.0247219500 USDT;-2.3814
15/02/2021 06:00;LRCUSDT;BUY;0.6905;92;63.5260000000 USDT;-0.0063526000 USDT;3.6367
15/02/2021 06:00;XLMUSDT;BUY;0.4682;191;89.4262000000 USDT;-0.0089426200 USDT;3.9846
15/02/2021 06:00;XTZUSDT;SELL;4.311;19.8;85.3578000000 USDT;-0.0085357800 USDT;0.2772
15/02/2021 06:00;DASHUSDT;SELL;214.79;0.606;130.1627400000 USDT;-0.0130162700 USDT;-0.70296
15/02/2021 06:00;RLCUSDT;SELL;2.102;47.1;99.0042000000 USDT;-0.0099004200 USDT;-5.00111999
15/02/2021 06:00;ZILUSDT;SELL;0.1213;728;88.3064000000 USDT;-0.0088306400 USDT;-4.55
15/02/2021 06:01;THETAUSDT;SELL;3.3;36;118.8000000000 USDT;-0.0118800000 USDT;2.106
15/02/2021 06:01;TRXUSDT;SELL;0.04857;1568;76.1577600000 USDT;-0.0076157700 USDT;-1.03092
15/02/2021 06:01;XRPUSDT;SELL;0.5401;161.1;87.0101100000 USDT;-0.0087010100 USDT;-2.02608
15/02/2021 06:01;ETHUSDT;SELL;1724.89;0.046;79.3449400000 USDT;-0.0079344900 USDT;-0.55177
15/02/2021 06:03;IOSTUSDT;BUY;0.028;3892;108.9760000000 USDT;-0.0108976000 USDT;5.72904
15/02/2021 08:00;ATOMUSDT;SELL;20.322;1.26;25.6057200000 USDT;-0.0076817100 USDT;0
15/02/2021 08:00;ATOMUSDT;SELL;20.324;3.23;65.6465200000 USDT;-0.0196939500 USDT;9.42956
15/02/2021 08:00;VETUSDT;SELL;0.051084;2414;123.3167760000 USDT;-0.0369950300 USDT;2.435543
15/02/2021 08:00;LINKUSDT;SELL;32.001;2.66;85.1226600000 USDT;-0.0255367900 USDT;1.16109
15/02/2021 08:00;ATOMUSDT;SELL;20.322;1.18;23.9799600000 USDT;-0.0071939800 USDT;0
15/02/2021 08:00;BATUSDT;SELL;0.5336;191.3;102.0776800000 USDT;-0.0306233000 USDT;-2.42824
15/02/2021 08:00;NEOUSDT;SELL;42.136;2.14;90.1710400000 USDT;-0.0270513100 USDT;-3.72788
15/02/2021 08:00;QTUMUSDT;SELL;6.501;9.7;63.0597000000 USDT;-0.0189179100 USDT;-4.3165
15/02/2021 08:00;QTUMUSDT;SELL;6.5;8.1;52.6500000000 USDT;-0.0157950000 USDT;0
15/02/2021 08:00;ZECUSDT;SELL;148.2;0.621;92.0322000000 USDT;-0.0276096600 USDT;1.61607
15/02/2021 08:00;ALGOUSDT;SELL;1.3884;80.3;111.4885200000 USDT;-0.0334465500 USDT;-3.32052
15/02/2021 08:00;COMPUSDT;SELL;458.87;0.168;77.0901600000 USDT;-0.0231270400 USDT;-1.0416
15/02/2021 08:00;IOSTUSDT;SELL;0.030545;4296;131.2213200000 USDT;-0.0393663900 USDT;5.46666
15/02/2021 08:00;ALGOUSDT;SELL;1.3883;0.1;0.1388300000 USDT;-0.0000416400 USDT;0
15/02/2021 08:00;KAVAUSDT;SELL;4.291;18.4;78.9544000000 USDT;-0.0236863200 USDT;-0.23712
15/02/2021 08:00;KAVAUSDT;SELL;4.2911;8.8;37.7616800000 USDT;-0.0113285000 USDT;-0.43384
15/02/2021 08:00;SXPUSDT;SELL;2.2122;43;95.1246000000 USDT;-0.0285373800 USDT;2.91468
15/02/2021 08:00;WAVESUSDT;SELL;11.2177;7.2;80.7674400000 USDT;-0.0242302300 USDT;-5.87628
15/02/2021 08:00;ENJUSDT;SELL;0.52453;197;103.3324100000 USDT;-0.0309997200 USDT;3.02526
15/02/2021 08:00;SNXUSDT;SELL;24.27;2.7;65.5290000000 USDT;-0.0065529000 USDT;-0.966
15/02/2021 08:00;RENUSDT;SELL;0.8722;92;80.2424000000 USDT;-0.0240727200 USDT;1.63484
15/02/2021 08:00;STORJUSDT;SELL;0.8214;92;75.5688000000 USDT;-0.0226706400 USDT;-4.0434
15/02/2021 08:02;MKRUSDT;BUY;2425.6;0.034;82.4704000000 USDT;-0.0082470400 USDT;0.14365
15/02/2021 08:03;ZRXUSDT;BUY;1.66;44.8;74.3680000000 USDT;-0.0074368000 USDT;1.21275
15/02/2021 08:05;ZRXUSDT;BUY;1.66;2.9;4.8140000000 USDT;-0.0004814000 USDT;0
15/02/2021 10:00;XLMUSDT;SELL;0.49433;208;102.8206400000 USDT;-0.0308461900 USDT;2.71752
15/02/2021 10:00;OMGUSDT;SELL;6.291;16.4;103.1724000000 USDT;-0.0309517200 USDT;2.6937
15/02/2021 10:00;BANDUSDT;SELL;16.2243;6;97.3458000000 USDT;-0.0292037400 USDT;3.2922
15/02/2021 10:00;MATICUSDT;SELL;0.1067;1051;112.1417000000 USDT;-0.0336425100 USDT;3.7905
15/02/2021 10:04;RLCUSDT;BUY;2.174;45.6;99.1344000000 USDT;-0.0099134400 USDT;-1.6992
15/02/2021 10:04;LTCUSDT;BUY;203.19;0.399;81.0728100000 USDT;-0.0081072800 USDT;0.60085
15/02/2021 10:05;FTMUSDT;BUY;0.1593;485;77.2605000000 USDT;-0.0077260500 USDT;0.5736
15/02/2021 10:09;LINKUSDT;BUY;31.86;2.67;85.0662000000 USDT;-0.0085066200 USDT;0.18753
15/02/2021 10:09;NEOUSDT;BUY;41.46;0.22;9.1212000000 USDT;-0.0009121200 USDT;0.14872
15/02/2021 10:10;NEOUSDT;BUY;41.46;1.95;80.8470000000 USDT;-0.0080847000 USDT;0.5746
15/02/2021 10:10;RENUSDT;BUY;0.9002;89;80.1178000000 USDT;-0.0080117800 USDT;-1.288
15/02/2021 12:00;ETCUSDT;BUY;15.17;4.78;72.5126000000 USDT;-0.0217537800 USDT;-2.3715
15/02/2021 12:00;ETHUSDT;BUY;1784.42;0.045;80.2989000000 USDT;-0.0240896700 USDT;-1.36919
15/02/2021 12:00;VETUSDT;BUY;0.05114;2407;123.0939800000 USDT;-0.0369281900 USDT;-0.067704
15/02/2021 12:00;XRPUSDT;BUY;0.5685;152.5;86.6962500000 USDT;-0.0260088700 USDT;-2.29188
15/02/2021 12:00;ZILUSDT;BUY;0.12862;685;88.1047000000 USDT;-0.0264314100 USDT;-2.66448
15/02/2021 12:00;IOSTUSDT;BUY;0.03087;4228;130.5183600000 USDT;-0.0130518300 USDT;-0.6981
15/02/2021 12:00;SXPUSDT;BUY;2.226;42.8;95.2728000000 USDT;-0.0285818400 USDT;-0.29808
15/02/2021 12:00;ALGOUSDT;BUY;1.4219;77.9;110.7660100000 USDT;-0.0332298000 USDT;-1.34670999
15/02/2021 12:00;QTUMUSDT;BUY;6.559;17.7;116.0943000000 USDT;-0.0116094300 USDT;-0.5243
15/02/2021 12:00;TOMOUSDT;BUY;2.0891;26;54.3166000000 USDT;-0.0162949800 USDT;-2.4374
15/02/2021 12:02;EOSUSDT;SELL;4.819;19.6;94.4524000000 USDT;-0.0094452400 USDT;0.9702
15/02/2021 12:02;LTCUSDT;SELL;208.71;0.404;84.3188400000 USDT;-0.0084318800 USDT;1.11504
15/02/2021 12:03;ADAUSDT;SELL;0.8472;120;101.6640000000 USDT;-0.0101664000 USDT;0.216
15/02/2021 12:03;NEOUSDT;SELL;42.71;2.2;93.9620000000 USDT;-0.0093962000 USDT;1.375
15/02/2021 12:48;LINKUSDT;SELL;33.06;2.68;88.6008000000 USDT;-0.0088600700 USDT;1.608
15/02/2021 14:00;ETCUSDT;SELL;15.597;4.47;69.7185900000 USDT;-0.0209155700 USDT;0.95221
15/02/2021 14:00;VETUSDT;SELL;0.052755;2397;126.4537350000 USDT;-0.0379361200 USDT;1.93477
15/02/2021 14:00;XRPUSDT;SELL;0.5786;144;83.3184000000 USDT;-0.0249955200 USDT;0.72518
15/02/2021 14:00;QTUMUSDT;SELL;6.681;17.6;117.5856000000 USDT;-0.0352756700 USDT;1.0736
15/02/2021 14:00;ALGOUSDT;SELL;1.4622;75.6;110.5423200000 USDT;-0.0331626900 USDT;1.51931
15/02/2021 14:00;KNCUSDT;SELL;2.08415;25;52.1037500000 USDT;-0.0156311200 USDT;-0.30695
15/02/2021 14:00;KNCUSDT;SELL;2.0843;12;25.0116000000 USDT;-0.0075034800 USDT;-0.5244
15/02/2021 14:00;ZRXUSDT;SELL;1.7339;49.2;85.3078800000 USDT;-0.0255923600 USDT;1.81794
15/02/2021 14:00;TOMOUSDT;SELL;2.1317;10;21.3170000000 USDT;-0.0063951000 USDT;0
15/02/2021 14:00;SXPUSDT;SELL;2.3111;39.4;91.0573400000 USDT;-0.0273172000 USDT;1.80412
15/02/2021 14:00;SXPUSDT;SELL;2.311;3;6.9330000000 USDT;-0.0020799000 USDT;0
15/02/2021 14:00;TOMOUSDT;SELL;2.132;14;29.8480000000 USDT;-0.0089544000 USDT;0.5148
15/02/2021 14:02;TRXUSDT;BUY;0.05358;1427;76.4586600000 USDT;-0.0076458600 USDT;-3.94287
15/02/2021 14:08;MATICUSDT;BUY;0.1088;1027;111.7376000000 USDT;-0.0111737600 USDT;-1.1046
15/02/2021 14:14;OMGUSDT;BUY;6.565;15.7;103.0705000000 USDT;-0.0103070500 USDT;-2.2468
15/02/2021 14:17;ONTUSDT;BUY;1.159;80.9;93.7631000000 USDT;-0.0093763100 USDT;-5.1635
15/02/2021 14:33;THETAUSDT;BUY;3.586;33.1;118.6966000000 USDT;-0.0118696600 USDT;-5.148
15/02/2021 14:34;DASHUSDT;BUY;272.54;0.477;130.0015800000 USDT;-0.0130001500 USDT;-17.49825
15/02/2021 14:34;NEOUSDT;BUY;42.74;2.2;94.0280000000 USDT;-0.0094027900 USDT;-0.033
15/02/2021 16:00;LRCUSDT;SELL;0.75638;102;77.1507600000 USDT;-0.0231452200 USDT;3.35988
15/02/2021 16:00;RENUSDT;SELL;0.96846;86;83.2875600000 USDT;-0.0249862600 USDT;2.93518
15/02/2021 16:06;XLMUSDT;BUY;0.5278;194;102.3932000000 USDT;-0.0102393200 USDT;-3.48088
15/02/2021 16:06;TOMOUSDT;BUY;2.125;24;51.0000000000 USDT;-0.0051000000 USDT;0.081
15/02/2021 16:25;LINKUSDT;BUY;34.35;2.58;88.6230000000 USDT;-0.0088623000 USDT;-1.7286
15/02/2021 17:23;ZECUSDT;BUY;169.58;0.544;92.2515200000 USDT;-0.0092251500 USDT;-6.67056
15/02/2021 17:25;ZRXUSDT;BUY;1.732;49.1;85.0412000000 USDT;-0.0085041200 USDT;0.04674
15/02/2021 17:30;ENJUSDT;BUY;0.5389;192;103.4688000000 USDT;-0.0103468700 USDT;-1.42263
15/02/2021 18:00;ONTUSDT;SELL;1.2469;72;89.7768000000 USDT;-0.0269330400 USDT;3.1644
15/02/2021 18:00;NEOUSDT;SELL;44.14;2.2;97.1080000000 USDT;-0.0291324000 USDT;1.54
15/02/2021 18:00;ZECUSDT;SELL;171.42;0.464;79.5388800000 USDT;-0.0238616600 USDT;0.42688
15/02/2021 18:00;KNCUSDT;BUY;2.231;34;75.8540000000 USDT;-0.0075854000 USDT;-2.6433
15/02/2021 18:00;BCHUSDT;BUY;755;0.109;82.2950000000 USDT;-0.0082295000 USDT;-6.36174
15/02/2021 18:24;ETCUSDT;BUY;15.69;4.44;69.6636000000 USDT;-0.0069663600 USDT;-0.20832
15/02/2021 18:41;RENUSDT;BUY;0.9524;10;9.5240000000 USDT;-0.0009524000 USDT;0.1606
15/02/2021 18:42;RENUSDT;BUY;0.9524;77;73.3348000000 USDT;-0.0073334800 USDT;0.52998
15/02/2021 18:49;WAVESUSDT;BUY;11.77;6.8;80.0360000000 USDT;-0.0080036000 USDT;-1.98828
15/02/2021 18:49;BANDUSDT;BUY;17.78;5.4;96.0120000000 USDT;-0.0096012000 USDT;-4.6671
15/02/2021 18:59;STORJUSDT;BUY;0.8614;23;19.8122000000 USDT;-0.0019812200 USDT;-0.92
15/02/2021 18:59;STORJUSDT;BUY;0.8614;64;55.1296000000 USDT;-0.0055129600 USDT;-0.92
15/02/2021 20:02;COMPUSDT;BUY;494.99;0.155;76.7234500000 USDT;-0.0076723400 USDT;-3.03408
15/02/2021 20:04;LTCUSDT;BUY;218.9;0.386;84.4954000000 USDT;-0.0084495400 USDT;-2.05838
15/02/2021 20:04;ADAUSDT;BUY;0.8778;107;93.9246000000 USDT;-0.0093924600 USDT;-1.836
15/02/2021 20:04;ADAUSDT;BUY;0.8778;8;7.0224000000 USDT;-0.0007022400 USDT;0
15/02/2021 20:05;LRCUSDT;BUY;0.7579;102;77.3058000000 USDT;-0.0077305800 USDT;-0.07752
15/02/2021 20:08;ZECUSDT;BUY;168.55;0.472;79.5556000000 USDT;-0.0079555600 USDT;0.66584
15/02/2021 20:11;XTZUSDT;BUY;4.866;17.5;85.1550000000 USDT;-0.0085155000 USDT;-5.4945
15/02/2021 21:16;BNBUSDT;BUY;131.4;0.56;73.5840000000 USDT;-0.0073584000 USDT;-1.3195
15/02/2021 22:00;XTZUSDT;SELL;4.58;15.2;69.6160000000 USDT;-0.0208847900 USDT;-2.1736
15/02/2021 22:00;FTMUSDT;SELL;0.173833;386;67.0995380000 USDT;-0.0201298600 USDT;2.03462
15/02/2021 22:00;FTMUSDT;SELL;0.173922;106;18.4357320000 USDT;-0.0055307100 USDT;1.549932
15/02/2021 22:01;BATUSDT;BUY;0.5425;188.2;102.0985000000 USDT;-0.0102098500 USDT;-0.85173
15/02/2021 22:01;SNXUSDT;BUY;24.89;2.6;64.7140000000 USDT;-0.0064714000 USDT;-0.806
15/02/2021 22:01;EOSUSDT;BUY;4.732;19.9;94.1668000000 USDT;-0.0094166800 USDT;0.8526
15/02/2021 22:01;XRPUSDT;BUY;0.5568;149.8;83.4086400000 USDT;-0.0083408600 USDT;1.57396
15/02/2021 22:01;ONTUSDT;BUY;1.144;78.2;89.4608000000 USDT;-0.0089460800 USDT;3.7044
15/02/2021 22:01;ALGOUSDT;BUY;1.34;82.4;110.4160000000 USDT;-0.0110416000 USDT;4.63138
15/02/2021 22:03;QTUMUSDT;BUY;6.401;18.3;117.1383000000 USDT;-0.0117138300 USDT;2.464
15/02/2021 22:03;ATOMUSDT;BUY;22.4;5.13;114.9120000000 USDT;-0.0114912000 USDT;-5.90072
15/02/2021 22:04;VETUSDT;BUY;0.051;2477;126.3270000000 USDT;-0.0126327000 USDT;2.104245
15/02/2021 22:04;NEOUSDT;BUY;41.25;2.35;96.9375000000 USDT;-0.0096937400 USDT;3.179
15/02/2021 22:05;SXPUSDT;BUY;2.128;46;97.8880000000 USDT;-0.0097888000 USDT;3.88142
16/02/2021 00:00;LTCUSDT;SELL;208.5;0.368;76.7280000000 USDT;-0.0230184000 USDT;-1.9136
16/02/2021 00:00;MATICUSDT;SELL;0.10836;1002;108.5767200000 USDT;-0.0325730100 USDT;-0.22044
16/02/2021 00:00;RLCUSDT;SELL;2.097;44;92.2680000000 USDT;-0.0276804000 USDT;-1.694
16/02/2021 00:00;THETAUSDT;SELL;3.403;30.2;102.7706000000 USDT;-0.0102770500 USDT;-2.7633
16/02/2021 00:00;ENJUSDT;SELL;0.5253;187;98.2311000000 USDT;-0.0294693300 USDT;-1.2648
16/02/2021 00:01;KAVAUSDT;BUY;4.556;25.6;116.6336000000 USDT;-0.0116633600 USDT;-3.604
16/02/2021 00:02;XTZUSDT;BUY;4.541;15.4;69.9314000000 USDT;-0.0069931400 USDT;0.2964
16/02/2021 02:00;IOTAUSDT;BUY;1.3501;64.4;86.9464400000 USDT;-0.0260839300 USDT;-8.06784
16/02/2021 02:00;FTMUSDT;BUY;0.179472;475;85.2492000000 USDT;-0.0255747600 USDT;-1.387194
16/02/2021 02:00;DASHUSDT;SELL;266.49;0.349;93.0050100000 USDT;-0.0093005000 USDT;-1.0527
16/02/2021 02:04;ZRXUSDT;SELL;1.669;36.2;60.4178000000 USDT;-0.0060417800 USDT;-1.5435
16/02/2021 02:04;ZRXUSDT;SELL;1.669;12.9;21.5301000000 USDT;-0.0021530100 USDT;0
16/02/2021 02:04;VETUSDT;SELL;0.05323;2556;136.0558800000 USDT;-0.0136055800 USDT;2.84994
16/02/2021 02:04;BCHUSDT;SELL;729.37;0.092;67.1020400000 USDT;-0.0067102000 USDT;-1.17898
16/02/2021 02:05;WAVESUSDT;SELL;11.28;6.4;72.1920000000 USDT;-0.0072192000 USDT;-1.568
16/02/2021 02:13;DOGEUSDT;SELL;0.05858;1436;84.1208800000 USDT;-0.0084120800 USDT;-2.82892
16/02/2021 04:00;ETHUSDT;SELL;1822.67;0.044;80.1974800000 USDT;-0.0080197400 USDT;0.8415
16/02/2021 04:00;SNXUSDT;SELL;25.97;2.6;67.5220000000 USDT;-0.0067522000 USDT;1.404
16/02/2021 04:01;COMPUSDT;SELL;498.62;0.142;70.8040400000 USDT;-0.0070804000 USDT;0.25773
16/02/2021 04:03;ETCUSDT;SELL;15.33;4.4;67.4520000000 USDT;-0.0067452000 USDT;-0.792
16/02/2021 04:04;QTUMUSDT;SELL;6.681;19;126.9390000000 USDT;-0.0126939000 USDT;2.66
16/02/2021 04:17;ZECUSDT;SELL;164.96;0.48;79.1808000000 USDT;-0.0079180700 USDT;-0.8616
16/02/2021 04:31;LINKUSDT;SELL;32.93;2.48;81.6664000000 USDT;-0.0081666300 USDT;-1.7608
16/02/2021 04:33;ADAUSDT;SELL;0.8798;110;96.7780000000 USDT;-0.0096778000 USDT;0.11
16/02/2021 04:36;XRPUSDT;SELL;0.5757;155.2;89.3486400000 USDT;-0.0089348600 USDT;1.46664
16/02/2021 04:36;FTMUSDT;SELL;0.1818;458;83.2644000000 USDT;-0.0083264300 USDT;0.533112
16/02/2021 04:38;XTZUSDT;SELL;4.708;15.6;73.4448000000 USDT;-0.0073444800 USDT;1.3026
16/02/2021 04:41;ONTUSDT;SELL;1.231;84.4;103.8964000000 USDT;-0.0103896400 USDT;3.6714
16/02/2021 05:05;STORJUSDT;SELL;0.8249;82;67.6418000000 USDT;-0.0067641800 USDT;-1.4965
16/02/2021 06:00;XLMUSDT;SELL;0.50456;180;90.8208000000 USDT;-0.0272462400 USDT;-2.0916
16/02/2021 06:00;KNCUSDT;SELL;2.10434;32;67.3388800000 USDT;-0.0202016600 USDT;-2.02656
16/02/2021 06:00;ALGOUSDT;SELL;1.398;88.9;124.2822000000 USDT;-0.0124282200 USDT;2.581
16/02/2021 06:01;ZILUSDT;SELL;0.1327;643;85.3261000000 USDT;-0.0085326100 USDT;1.30968
16/02/2021 06:01;DOGEUSDT;BUY;0.05786;1454;84.1284400000 USDT;-0.0084128400 USDT;0.51696
16/02/2021 06:01;TOMOUSDT;SELL;1.983;2;3.9660000000 USDT;-0.0003966000 USDT;-0.284
16/02/2021 06:01;TOMOUSDT;SELL;1.983;21;41.6430000000 USDT;-0.0041643000 USDT;-1.42
16/02/2021 06:01;IOTAUSDT;SELL;1.344;52.2;70.1568000000 USDT;-0.0070156800 USDT;-0.1586
16/02/2021 06:01;KAVAUSDT;SELL;4.713;24;113.1120000000 USDT;-0.0113112000 USDT;1.884
16/02/2021 06:02;NEOUSDT;SELL;43;2.5;107.5000000000 USDT;-0.0107500000 USDT;2.1875
16/02/2021 06:04;IOSTUSDT;SELL;0.03143;4160;130.7488000000 USDT;-0.0130748800 USDT;1.1648
16/02/2021 06:38;BATUSDT;SELL;0.5676;185;105.0060000000 USDT;-0.0105006000 USDT;2.32175
16/02/2021 08:01;SXPUSDT;SELL;2.2635;49.6;112.2696000000 USDT;-0.0336808800 USDT;3.3604
16/02/2021 08:01;RENUSDT;SELL;1.03716;88;91.2700800000 USDT;-0.0273810200 USDT;3.72944
16/02/2021 08:01;BANDUSDT;SELL;17.75;0.7;12.4250000000 USDT;-0.0012424900 USDT;0
16/02/2021 08:01;BANDUSDT;SELL;17.75;0.7;12.4250000000 USDT;-0.0012424900 USDT;-0.021
16/02/2021 08:01;BANDUSDT;SELL;17.75;3.4;60.3500000000 USDT;-0.0060350000 USDT;-0.051
16/02/2021 08:01;OMGUSDT;SELL;6.405;15;96.0750000000 USDT;-0.0096075000 USDT;-1.2
16/02/2021 08:01;EOSUSDT;SELL;4.846;20.2;97.8892000000 USDT;-0.0097889200 USDT;1.1514
16/02/2021 08:01;VETUSDT;BUY;0.05152;2641;136.0643200000 USDT;-0.0136064300 USDT;2.18538
16/02/2021 08:01;ZECUSDT;BUY;162.74;0.486;79.0916400000 USDT;-0.0079091600 USDT;0.5328
16/02/2021 08:04;BNBUSDT;SELL;130.52;0.54;70.4808000000 USDT;-0.0070480800 USDT;-0.2376
16/02/2021 08:39;TRXUSDT;SELL;0.05296;1280;67.7888000000 USDT;-0.0067788800 USDT;-0.3968
16/02/2021 08:48;DOGEUSDT;SELL;0.0587;1472;86.4064000000 USDT;-0.0086406400 USDT;0.61824
16/02/2021 10:00;ATOMUSDT;SELL;25.334;4.58;116.0297200000 USDT;-0.0348089100 USDT;6.71886
16/02/2021 10:00;MKRUSDT;SELL;2525.06;0.034;85.8520400000 USDT;-0.0085852000 USDT;1.69082
16/02/2021 10:01;VETUSDT;SELL;0.05226;2726;142.4607600000 USDT;-0.0142460700 USDT;1.00862
16/02/2021 10:03;XRPUSDT;BUY;0.5604;159.4;89.3277600000 USDT;-0.0089327700 USDT;1.18728
16/02/2021 10:08;LRCUSDT;SELL;0.741;102;75.5820000000 USDT;-0.0075582000 USDT;-0.8619
16/02/2021 12:00;VETUSDT;BUY;0.050457;818;41.2738260000 USDT;-0.0123821400 USDT;0
16/02/2021 12:00;VETUSDT;BUY;0.050446;2000;100.8920000000 USDT;-0.0302676000 USDT;2.472482
16/02/2021 12:00;EOSUSDT;BUY;4.789;20.5;98.1745000000 USDT;-0.0294523500 USDT;0.5757
16/02/2021 12:00;THETAUSDT;BUY;3.346;30.7;102.7222000000 USDT;-0.0102722200 USDT;0.8607
16/02/2021 12:00;SNXUSDT;BUY;24.449;2.7;66.0123000000 USDT;-0.0198036800 USDT;1.9773
16/02/2021 12:00;NEOUSDT;BUY;42.6;2.53;107.7780000000 USDT;-0.0107778000 USDT;0.5
16/02/2021 12:00;MATICUSDT;BUY;0.1074;1007;108.1518000000 USDT;-0.0108151800 USDT;0.48096
16/02/2021 12:00;FTMUSDT;BUY;0.1801;462;83.2062000000 USDT;-0.0083206200 USDT;0.3893
16/02/2021 12:08;XRPUSDT;SELL;0.5416;163.6;88.6057600000 USDT;-0.0088605700 USDT;-1.53784
16/02/2021 14:00;LINKUSDT;BUY;31.875;2.55;81.2812500000 USDT;-0.0243843700 USDT;1.3082
16/02/2021 14:00;LTCUSDT;BUY;211.74;0.362;76.6498800000 USDT;-0.0076649800 USDT;-0.59616
16/02/2021 14:00;ETCUSDT;BUY;14.556;4.16;60.5529600000 USDT;-0.0181658800 USDT;1.33902
16/02/2021 14:00;ETCUSDT;BUY;14.555;0.47;6.8408500000 USDT;-0.0020522500 USDT;0.36425
16/02/2021 14:00;XLMUSDT;BUY;0.4915;184;90.4360000000 USDT;-0.0271308000 USDT;1.1754
16/02/2021 14:00;XTZUSDT;BUY;4.62;15.8;72.9960000000 USDT;-0.0218988000 USDT;0.6864
16/02/2021 14:00;ONTUSDT;BUY;1.1423;90.7;103.6066100000 USDT;-0.0310819800 USDT;3.74314
16/02/2021 14:00;DASHUSDT;BUY;256.72;0.362;92.9326400000 USDT;-0.0278797900 USDT;1.70975
16/02/2021 14:00;XRPUSDT;BUY;0.5314;166.2;88.3186800000 USDT;-0.0264956000 USDT;0.83436
16/02/2021 14:00;ADAUSDT;BUY;0.86955;111;96.5200500000 USDT;-0.0289560100 USDT;0.56375
16/02/2021 14:00;COMPUSDT;BUY;463.4;0.026;12.0484000000 USDT;-0.0036145200 USDT;0
16/02/2021 14:00;COMPUSDT;BUY;463.39;0.126;58.3871400000 USDT;-0.0175161400 USDT;2.50133
16/02/2021 14:00;KNCUSDT;BUY;2.06804;32;66.1772800000 USDT;-0.0198531800 USDT;0.5808
16/02/2021 14:00;BANDUSDT;BUY;16.8421;2.1;35.3684100000 USDT;-0.0106105200 USDT;1.90659
16/02/2021 14:00;BATUSDT;BUY;0.5523;189.9;104.8817700000 USDT;-0.0314645300 USDT;1.41525
