Date;Pair;Side;Price;Quantity;Amount;Fee;RealizedProfit
09/02/2021 22:24;ETCUSDT;SELL;9.7;0.21;2.0370000000 USDT;-0.0006110900 USDT;0
09/02/2021 22:24;ETCUSDT;SELL;9.699;4.38;42.4816200000 USDT;-0.0127444800 USDT;0
09/02/2021 22:24;LINKUSDT;SELL;27.231;1.64;44.6588400000 USDT;-0.0133976500 USDT;0
09/02/2021 22:24;LTCUSDT;SELL;175.43;0.253;44.3837900000 USDT;-0.0044383700 USDT;0
09/02/2021 22:24;XLMUSDT;SELL;0.39844;111;44.2268400000 USDT;-0.0132680500 USDT;0
09/02/2021 22:25;BATUSDT;SELL;0.4396;101.4;44.5754400000 USDT;-0.0133726300 USDT;0
09/02/2021 22:25;IOSTUSDT;SELL;0.021975;2034;44.6971500000 USDT;-0.0134091400 USDT;0
09/02/2021 22:25;EOSUSDT;SELL;4.207;10.5;44.1735000000 USDT;-0.0044173400 USDT;0
09/02/2021 22:25;ZILUSDT;SELL;0.09383;475;44.5692500000 USDT;-0.0133707700 USDT;0
09/02/2021 22:25;THETAUSDT;SELL;2.946;1.2;3.5352000000 USDT;-0.0003535200 USDT;0
09/02/2021 22:25;DOGEUSDT;SELL;0.072027;400;28.8108000000 USDT;-0.0086432400 USDT;0
09/02/2021 22:25;DOGEUSDT;SELL;0.072001;219;15.7682190000 USDT;-0.0047304600 USDT;0
09/02/2021 22:25;BCHUSDT;SELL;507.52;0.087;44.1542400000 USDT;-0.0132462700 USDT;0
09/02/2021 22:25;ADAUSDT;SELL;0.6946;64;44.4544000000 USDT;-0.0044454400 USDT;0
09/02/2021 22:25;KAVAUSDT;SELL;4.03;11;44.3300000000 USDT;-0.0132990000 USDT;0
09/02/2021 22:25;THETAUSDT;SELL;2.946;13.9;40.9494000000 USDT;-0.0040949400 USDT;0
09/02/2021 22:25;BANDUSDT;BUY;13.6896;3.2;43.8067200000 USDT;-0.0131420100 USDT;0
09/02/2021 22:25;RENUSDT;SELL;0.90028;49;44.1137200000 USDT;-0.0132341100 USDT;0
09/02/2021 22:25;NEOUSDT;BUY;31;1.43;44.3300000000 USDT;-0.0044330000 USDT;0
09/02/2021 22:25;WAVESUSDT;BUY;10.24;4.3;44.0320000000 USDT;-0.0044032000 USDT;0
09/02/2021 22:25;MATICUSDT;SELL;0.1062;419;44.4978000000 USDT;-0.0044497800 USDT;0
09/02/2021 22:25;FTMUSDT;BUY;0.1509;295;44.5155000000 USDT;-0.0044515500 USDT;0
09/02/2021 22:25;SXPUSDT;SELL;2.484;17.9;44.4636000000 USDT;-0.0044463600 USDT;0
09/02/2021 22:25;MKRUSDT;SELL;2585.31;0.002;5.1706200000 USDT;-0.0005170600 USDT;0
09/02/2021 22:25;MKRUSDT;SELL;2585.31;0.015;38.7796500000 USDT;-0.0038779600 USDT;0
09/02/2021 22:26;QTUMUSDT;SELL;5.161;8.6;44.3846000000 USDT;-0.0044384600 USDT;0
09/02/2021 22:26;DASHUSDT;SELL;133.54;0.333;44.4688200000 USDT;-0.0044468800 USDT;0
09/02/2021 22:27;BNBUSDT;BUY;109.5;0.4;43.8000000000 USDT;-0.0043800000 USDT;0
09/02/2021 22:28;IOTAUSDT;SELL;0.7425;59.9;44.4757500000 USDT;-0.0044475700 USDT;0
09/02/2021 22:29;VETUSDT;BUY;0.03577;1244;44.4978800000 USDT;-0.0044497800 USDT;0
09/02/2021 22:31;ZECUSDT;SELL;109.93;0.405;44.5216500000 USDT;-0.0044521600 USDT;0
09/02/2021 22:33;SNXUSDT;SELL;25.04;1.7;42.5680000000 USDT;-0.0042568000 USDT;0
09/02/2021 22:33;ALGOUSDT;SELL;1.039;42.8;44.4692000000 USDT;-0.0044469200 USDT;0
09/02/2021 22:34;COMPUSDT;BUY;483.18;0.092;44.4525600000 USDT;-0.0044452500 USDT;0
09/02/2021 22:40;OMGUSDT;BUY;5.113;8.7;44.4831000000 USDT;-0.0044483000 USDT;0
09/02/2021 22:47;ETHUSDT;SELL;1766.15;0.025;44.1537500000 USDT;-0.0044153700 USDT;0
09/02/2021 22:56;ENJUSDT;SELL;0.4242;104;44.1168000000 USDT;-0.0044116800 USDT;0
09/02/2021 23:05;ZRXUSDT;BUY;1.527;29.1;44.4357000000 USDT;-0.0044435700 USDT;0
09/02/2021 23:20;TRXUSDT;BUY;0.04784;930;44.4912000000 USDT;-0.0044491200 USDT;0
09/02/2021 23:33;XTZUSDT;BUY;3.747;11.8;44.2146000000 USDT;-0.0044214600 USDT;0
09/02/2021 23:55;XRPUSDT;SELL;0.4765;93.4;44.5051000000 USDT;-0.0044505100 USDT;0
10/02/2021 00:02;TRXUSDT;SELL;0.04646;1860;86.4156000000 USDT;-0.0259246800 USDT;-1.2834
10/02/2021 00:02;VETUSDT;SELL;0.035873;2488;89.2520240000 USDT;-0.0267756000 USDT;0.128132
10/02/2021 00:02;BNBUSDT;SELL;108.817;0.8;87.0536000000 USDT;-0.0261160800 USDT;-0.2732
10/02/2021 00:04;MATICUSDT;BUY;0.09864;902;88.9732800000 USDT;-0.0088973200 USDT;3.16764
10/02/2021 00:04;EOSUSDT;BUY;4.163;21.3;88.6719000000 USDT;-0.0088671900 USDT;0.462
10/02/2021 00:05;BCHUSDT;BUY;514.42;0.172;88.4802400000 USDT;-0.0088480200 USDT;-0.6003
10/02/2021 00:05;ZECUSDT;BUY;108.77;0.818;88.9738600000 USDT;-0.0088973800 USDT;0.4698
10/02/2021 00:05;KAVAUSDT;BUY;4.098;21.6;88.5168000000 USDT;-0.0088516800 USDT;-0.748
10/02/2021 00:11;MKRUSDT;BUY;2561.55;0.034;87.0927000000 USDT;-0.0087092700 USDT;0.40392
10/02/2021 00:13;QTUMUSDT;BUY;5.015;17.7;88.7655000000 USDT;-0.0088765500 USDT;1.2556
10/02/2021 01:23;ALGOUSDT;BUY;1.029;86.4;88.9056000000 USDT;-0.0088905600 USDT;0.428
10/02/2021 02:02;ZECUSDT;SELL;113.48;0.547;62.0735600000 USDT;-0.0186220600 USDT;0.88548
10/02/2021 02:02;ZECUSDT;SELL;113.5;0.225;25.5375000000 USDT;-0.0076612500 USDT;1.06425
10/02/2021 02:02;ZECUSDT;SELL;113.47;0.054;6.1273800000 USDT;-0.0018382100 USDT;0
10/02/2021 02:02;THETAUSDT;BUY;3.0149;29.4;88.6380600000 USDT;-0.0265914100 USDT;-1.04039
10/02/2021 02:02;TRXUSDT;BUY;0.04684;1840;86.1856000000 USDT;-0.0086185600 USDT;-0.3534
10/02/2021 02:03;COMPUSDT;SELL;502.51;0.184;92.4618400000 USDT;-0.0092461800 USDT;1.77836
10/02/2021 02:03;BATUSDT;BUY;0.4389;202.9;89.0528100000 USDT;-0.0089052800 USDT;0.07098
10/02/2021 02:04;IOSTUSDT;BUY;0.02197;4060;89.1982000000 USDT;-0.0089198200 USDT;0.01017
10/02/2021 02:05;OMGUSDT;SELL;5.366;17.4;93.3684000000 USDT;-0.0093368400 USDT;2.2011
10/02/2021 02:18;ZRXUSDT;SELL;1.565;58.2;91.0830000000 USDT;-0.0091083000 USDT;1.1058
10/02/2021 02:21;SXPUSDT;BUY;2.417;36.8;88.9456000000 USDT;-0.0088945500 USDT;1.1993
10/02/2021 03:00;IOTAUSDT;BUY;0.7587;117.2;88.9196400000 USDT;-0.0088919600 USDT;-0.97038
10/02/2021 03:02;XLMUSDT;BUY;0.4115;215;88.4725000000 USDT;-0.0088472400 USDT;-1.44966
10/02/2021 03:03;RENUSDT;BUY;0.8933;15;13.3995000000 USDT;-0.0013399500 USDT;0.1047
10/02/2021 03:03;RENUSDT;BUY;0.8933;84;75.0372000000 USDT;-0.0075037200 USDT;0.23732
10/02/2021 03:46;MATICUSDT;SELL;0.1058;966;102.2028000000 USDT;-0.0102202800 USDT;3.45828
10/02/2021 04:02;TRXUSDT;SELL;0.0474;1820;86.2680000000 USDT;-0.0258804000 USDT;0.5096
10/02/2021 04:02;NEOUSDT;SELL;32.381;2.26;73.1810600000 USDT;-0.0219543100 USDT;1.14623
10/02/2021 04:02;NEOUSDT;SELL;32.387;0.6;19.4322000000 USDT;-0.0058296600 USDT;0.8322
10/02/2021 04:02;QTUMUSDT;SELL;5.311;0.6;3.1866000000 USDT;-0.0009559800 USDT;0.1776
10/02/2021 04:02;QTUMUSDT;SELL;5.311;2.9;15.4019000000 USDT;-0.0046205700 USDT;0.8584
10/02/2021 04:02;QTUMUSDT;SELL;5.309;2.1;11.1489000000 USDT;-0.0033446700 USDT;0.6174
10/02/2021 04:02;BATUSDT;SELL;0.4427;203;89.8681000000 USDT;-0.0269604300 USDT;0.3857
10/02/2021 04:02;QTUMUSDT;SELL;5.309;2.9;15.3961000000 USDT;-0.0046188300 USDT;0.8526
10/02/2021 04:02;QTUMUSDT;SELL;5.309;0.5;2.6545000000 USDT;-0.0007963500 USDT;0.147
10/02/2021 04:02;QTUMUSDT;SELL;5.309;9.2;48.8428000000 USDT;-0.0146528400 USDT;0.0294
10/02/2021 04:02;ALGOUSDT;SELL;1.0245;87.2;89.3364000000 USDT;-0.0268009200 USDT;-0.1962
10/02/2021 04:02;BANDUSDT;SELL;13.5601;6.4;86.7846400000 USDT;-0.0260353900 USDT;-0.4144
10/02/2021 04:02;MKRUSDT;SELL;2687;0.034;91.3580000000 USDT;-0.0274074000 USDT;2.13265
10/02/2021 04:02;RENUSDT;SELL;0.92069;100;92.0690000000 USDT;-0.0276207000 USDT;1.3695
10/02/2021 04:03;DASHUSDT;BUY;137.72;0.646;88.9671200000 USDT;-0.0088967100 USDT;-1.39194
10/02/2021 04:03;LINKUSDT;BUY;27.48;3.24;89.0352000000 USDT;-0.0089035200 USDT;-0.40836
10/02/2021 04:03;ADAUSDT;BUY;0.7736;108;83.5488000000 USDT;-0.0083548800 USDT;-5.056
10/02/2021 04:06;MATICUSDT;BUY;0.1076;950;102.2200000000 USDT;-0.0102220000 USDT;-0.8694
10/02/2021 06:02;DOGEUSDT;BUY;0.073852;1045;77.1753400000 USDT;-0.0231526000 USDT;-0.8418972
10/02/2021 06:02;DOGEUSDT;BUY;0.073852;160;11.8163200000 USDT;-0.0035448900 USDT;-0.29347179
10/02/2021 06:03;WAVESUSDT;SELL;9.616;8.6;82.6976000000 USDT;-0.0082697500 USDT;-2.6832
10/02/2021 06:20;ALGOUSDT;BUY;1;89.3;89.3000000000 USDT;-0.0089300000 USDT;1.0682
10/02/2021 06:57;ETCUSDT;BUY;10.98;8.1;88.9380000000 USDT;-0.0088938000 USDT;-5.87958
10/02/2021 07:59;OMGUSDT;BUY;5.354;17.4;93.1596000000 USDT;-0.0093159600 USDT;0.1044
10/02/2021 08:02;ETCUSDT;SELL;10.985;7.02;77.1147000000 USDT;-0.0231344100 USDT;0.01755
10/02/2021 08:02;EOSUSDT;SELL;4.39;21.6;94.8240000000 USDT;-0.0284472000 USDT;2.4516
10/02/2021 08:02;XTZUSDT;SELL;3.767;23.6;88.9012000000 USDT;-0.0266703600 USDT;0.236
10/02/2021 08:02;IOTAUSDT;SELL;0.7711;64.6;49.8130600000 USDT;-0.0149439100 USDT;0.09052
10/02/2021 08:02;IOTAUSDT;SELL;0.7711;50;38.5550000000 USDT;-0.0115665000 USDT;0.62
10/02/2021 08:17;MKRUSDT;BUY;2685.65;0.034;91.3121000000 USDT;-0.0091312100 USDT;0.02295
10/02/2021 08:18;ETHUSDT;BUY;1810.84;0.048;86.9203200000 USDT;-0.0086920300 USDT;-1.11725
10/02/2021 08:19;ZILUSDT;BUY;0.1065;836;89.0340000000 USDT;-0.0089034000 USDT;-6.01825
10/02/2021 08:19;LTCUSDT;BUY;189.01;0.47;88.8347000000 USDT;-0.0088834600 USDT;-3.43574
10/02/2021 10:01;ETCUSDT;BUY;10.843;7.07;76.6600100000 USDT;-0.0229980000 USDT;0.49842
10/02/2021 10:01;COMPUSDT;BUY;503.89;0.155;78.1029500000 USDT;-0.0234308800 USDT;-0.0897
10/02/2021 10:01;COMPUSDT;BUY;503.88;0.027;13.6047600000 USDT;-0.0040814200 USDT;-0.03699
10/02/2021 10:01;SXPUSDT;SELL;2.5274;37.8;95.5357200000 USDT;-0.0286607100 USDT;2.08656
10/02/2021 10:01;MATICUSDT;SELL;0.127;152;19.3040000000 USDT;-0.0019304000 USDT;2.9488
10/02/2021 10:01;MATICUSDT;SELL;0.127;302;38.3540000000 USDT;-0.0038354000 USDT;0.8342
10/02/2021 10:01;MATICUSDT;SELL;0.127;208;26.4160000000 USDT;-0.0026416000 USDT;0
10/02/2021 10:01;MATICUSDT;SELL;0.127;272;34.5440000000 USDT;-0.0034544000 USDT;5.2768
10/02/2021 10:01;FTMUSDT;SELL;0.1498;589;88.2322000000 USDT;-0.0088232200 USDT;-0.3245
10/02/2021 10:03;BCHUSDT;SELL;520.23;0.17;88.4391000000 USDT;-0.0088439100 USDT;0.49385
10/02/2021 10:05;THETAUSDT;SELL;2.921;28.6;83.5406000000 USDT;-0.0083540600 USDT;-1.34277
10/02/2021 10:08;KAVAUSDT;SELL;4.196;15.1;63.3596000000 USDT;-0.0063359600 USDT;1.0388
10/02/2021 10:08;KAVAUSDT;SELL;4.196;6.1;25.5956000000 USDT;-0.0025595500 USDT;0
10/02/2021 10:35;IOTAUSDT;BUY;0.7709;114.4;88.1909600000 USDT;-0.0088190900 USDT;0.01146
10/02/2021 11:07;ZECUSDT;BUY;118.26;0.792;93.6619200000 USDT;-0.0093661900 USDT;-1.97468
10/02/2021 12:02;IOSTUSDT;SELL;0.024171;4052;97.9408920000 USDT;-0.0293822600 USDT;4.459226
10/02/2021 12:02;ETCUSDT;SELL;11.01;7.13;78.5013000000 USDT;-0.0078501300 USDT;0.59452
10/02/2021 12:02;DOGEUSDT;SELL;0.072556;1172;85.0356320000 USDT;-0.0255106800 USDT;-0.759456
10/02/2021 12:03;KAVAUSDT;BUY;4.05;22;89.1000000000 USDT;-0.0089100000 USDT;1.5476
10/02/2021 12:04;RENUSDT;BUY;0.9089;101;91.7989000000 USDT;-0.0091798900 USDT;0.5895
10/02/2021 12:05;ZRXUSDT;BUY;1.548;58.8;91.0224000000 USDT;-0.0091022300 USDT;0.4947
10/02/2021 12:05;BNBUSDT;BUY;133;0.65;86.4500000000 USDT;-0.0086450000 USDT;-9.6732
10/02/2021 14:01;ETCUSDT;BUY;10.365;7.53;78.0484500000 USDT;-0.0234145300 USDT;2.30265
10/02/2021 14:01;XTZUSDT;BUY;3.632;24.3;88.2576000000 USDT;-0.0264772800 USDT;1.593
10/02/2021 14:01;NEOUSDT;BUY;33.141;2.75;91.1377500000 USDT;-0.0273413200 USDT;-1.0868
10/02/2021 14:01;BATUSDT;BUY;0.4241;209.9;89.0185900000 USDT;-0.0267055700 USDT;1.8879
10/02/2021 14:01;QTUMUSDT;BUY;6.882;13.7;94.2834000000 USDT;-0.0282850200 USDT;-14.3143
10/02/2021 14:01;IOSTUSDT;BUY;0.021652;756;16.3689120000 USDT;-0.0049106700 USDT;0
10/02/2021 14:01;THETAUSDT;BUY;2.7473;30.2;82.9684600000 USDT;-0.0248905300 USDT;2.48391
10/02/2021 14:01;IOSTUSDT;BUY;0.021652;3725;80.6537000000 USDT;-0.0241961100 USDT;5.103494
10/02/2021 14:01;SNXUSDT;BUY;25.111;3.4;85.3774000000 USDT;-0.0256132200 USDT;-0.1207
10/02/2021 14:01;SXPUSDT;BUY;2.3385;39.8;93.0723000000 USDT;-0.0279216900 USDT;3.57021
10/02/2021 14:01;BCHUSDT;BUY;490.26;0.179;87.7565400000 USDT;-0.0263269600 USDT;2.54745
10/02/2021 14:01;ENJUSDT;BUY;0.41586;211;87.7464600000 USDT;-0.0263239300 USDT;0.86736
10/02/2021 14:01;XRPUSDT;BUY;0.502;177.3;89.0046000000 USDT;-0.0089004600 USDT;-2.3817
10/02/2021 14:03;ADAUSDT;SELL;0.8625;93;80.2125000000 USDT;-0.0080212500 USDT;3.9116
10/02/2021 14:04;LTCUSDT;SELL;182.71;0.434;79.2961400000 USDT;-0.0079296100 USDT;-1.3671
10/02/2021 16:03;QTUMUSDT;SELL;6.535;9.3;60.7755000000 USDT;-0.0182326500 USDT;-1.5962
10/02/2021 16:03;TRXUSDT;BUY;0.04298;2003;86.0889400000 USDT;-0.0258266800 USDT;4.0222
10/02/2021 16:03;DOGEUSDT;BUY;0.074469;975;72.6072750000 USDT;-0.0217821800 USDT;-0.814938
10/02/2021 16:03;DOGEUSDT;BUY;0.074463;160;11.9140800000 USDT;-0.0035742200 USDT;-0.30512
10/02/2021 16:03;RENUSDT;SELL;0.8198;102;83.6196000000 USDT;-0.0083619600 USDT;-4.5441
10/02/2021 16:04;BNBUSDT;SELL;121.56;0.36;43.7616000000 USDT;-0.0043761500 USDT;-2.86
10/02/2021 16:04;BNBUSDT;SELL;121.56;0.14;17.0184000000 USDT;-0.0017018400 USDT;0
10/02/2021 16:04;XTZUSDT;SELL;3.552;25.1;89.1552000000 USDT;-0.0089155200 USDT;-1
10/02/2021 16:04;DASHUSDT;SELL;131.85;0.626;82.5381000000 USDT;-0.0082538100 USDT;-1.83731
10/02/2021 16:04;MKRUSDT;SELL;2431.4;0.034;82.6676000000 USDT;-0.0082667600 USDT;-4.32225
10/02/2021 16:08;XLMUSDT;SELL;0.3938;208;81.9104000000 USDT;-0.0081910400 USDT;-1.8408
10/02/2021 16:09;ZRXUSDT;SELL;1.446;59.4;85.8924000000 USDT;-0.0085892400 USDT;-3.0294
10/02/2021 16:09;LINKUSDT;SELL;26.32;3.2;84.2240000000 USDT;-0.0084224000 USDT;-1.856
10/02/2021 18:01;VETUSDT;BUY;0.034784;2547;88.5948480000 USDT;-0.0265784500 USDT;1.354716
10/02/2021 18:01;ETHUSDT;SELL;1740.37;0.047;81.7973900000 USDT;-0.0245392100 USDT;-1.62081
10/02/2021 18:02;IOSTUSDT;SELL;0.0229;4932;112.9428000000 USDT;-0.0112942800 USDT;3.06384
10/02/2021 18:35;OMGUSDT;SELL;5.37;17.4;93.4380000000 USDT;-0.0093437900 USDT;0.1392
10/02/2021 18:46;THETAUSDT;SELL;2.81;31.9;89.6390000000 USDT;-0.0089639000 USDT;0.99693
10/02/2021 18:46;KAVAUSDT;SELL;3.936;22.8;89.7408000000 USDT;-0.0089740800 USDT;-1.2996
10/02/2021 18:56;ZILUSDT;SELL;0.1009;722;72.8498000000 USDT;-0.0072849800 USDT;-2.0216
10/02/2021 19:54;ALGOUSDT;SELL;0.9978;91.4;91.1989200000 USDT;-0.0091198900 USDT;-0.10054
10/02/2021 20:02;DOGEUSDT;SELL;0.074249;1101;81.7481490000 USDT;-0.0245244400 USDT;-0.12078
10/02/2021 20:02;ETCUSDT;SELL;10.27;7.95;81.6465000000 USDT;-0.0081646500 USDT;-0.3762
10/02/2021 20:16;WAVESUSDT;BUY;9.598;8.6;82.5428000000 USDT;-0.0082542700 USDT;0.0774
10/02/2021 20:16;IOTAUSDT;SELL;0.8245;114.2;94.1579000000 USDT;-0.0094157900 USDT;3.06056
10/02/2021 21:45;SXPUSDT;SELL;2.319;4.7;10.8993000000 USDT;-0.0010899300 USDT;-0.09165
10/02/2021 21:45;SXPUSDT;SELL;2.319;1;2.3190000000 USDT;-0.0002319000 USDT;-0.0195
10/02/2021 21:45;SXPUSDT;SELL;2.319;36.3;84.1797000000 USDT;-0.0084179700 USDT;-0.2964
10/02/2021 21:51;XRPUSDT;SELL;0.499;167.8;83.7322000000 USDT;-0.0083732200 USDT;-0.2517
10/02/2021 21:57;BCHUSDT;SELL;490.9;0.189;92.7801000000 USDT;-0.0092780100 USDT;0.06016
10/02/2021 22:01;IOSTUSDT;BUY;0.022403;480;10.7534400000 USDT;-0.0032260300 USDT;0
10/02/2021 22:01;IOSTUSDT;BUY;0.022401;4575;102.4845750000 USDT;-0.0307453700 USDT;1.236023
10/02/2021 22:01;BANDUSDT;BUY;13.21;6.6;87.1860000000 USDT;-0.0087186000 USDT;1.12032
10/02/2021 22:01;ENJUSDT;SELL;0.42335;215;91.0202500000 USDT;-0.0273060700 USDT;0.80143
10/02/2021 22:01;XTZUSDT;BUY;3.764;23.8;89.5832000000 USDT;-0.0089583200 USDT;-2.6712
10/02/2021 22:01;KAVAUSDT;BUY;3.937;22.8;89.7636000000 USDT;-0.0089763500 USDT;-0.0114
10/02/2021 22:01;SXPUSDT;BUY;2.333;41.9;97.7527000000 USDT;-0.0097752700 USDT;-0.2954
10/02/2021 22:02;QTUMUSDT;BUY;6.914;8.9;61.5346000000 USDT;-0.0061534600 USDT;-1.7813
10/02/2021 22:02;ALGOUSDT;BUY;1.021;89.4;91.2774000000 USDT;-0.0091277400 USDT;-1.06024
10/02/2021 23:16;COMPUSDT;SELL;479.51;0.181;86.7913100000 USDT;-0.0086791300 USDT;-2.1942
11/02/2021 00:01;XTZUSDT;SELL;3.866;6;23.1960000000 USDT;-0.0069588000 USDT;0
11/02/2021 00:01;XTZUSDT;SELL;3.866;16.4;63.4024000000 USDT;-0.0190207200 USDT;1.1424
11/02/2021 00:01;ZECUSDT;SELL;117.02;0.758;88.7011600000 USDT;-0.0266103400 USDT;-0.46996
11/02/2021 00:01;NEOUSDT;SELL;33.75;2.66;89.7750000000 USDT;-0.0089774900 USDT;0.80388
11/02/2021 00:01;IOSTUSDT;SELL;0.02266;5160;116.9256000000 USDT;-0.0116925600 USDT;0.66674199
11/02/2021 00:01;ALGOUSDT;SELL;1.043;87.4;91.1582000000 USDT;-0.0273474600 USDT;0.9614
11/02/2021 00:01;SXPUSDT;SELL;2.3958;41.6;99.6652800000 USDT;-0.0298995800 USDT;1.30624
11/02/2021 00:01;KAVAUSDT;SELL;4.0355;22.8;92.0094000000 USDT;-0.0276028200 USDT;1.1229
11/02/2021 00:01;BANDUSDT;SELL;13.15;6.8;89.4200000000 USDT;-0.0089420000 USDT;-0.204
11/02/2021 00:01;TRXUSDT;SELL;0.04648;2188;101.6982400000 USDT;-0.0101698200 USDT;3.8255
11/02/2021 00:02;DOGEUSDT;BUY;0.07255;697;50.5673500000 USDT;-0.0050567300 USDT;0.205579
11/02/2021 00:02;DOGEUSDT;BUY;0.07255;431;31.2690500000 USDT;-0.0031269000 USDT;0.732269
11/02/2021 00:02;ZRXUSDT;BUY;1.5;57.3;85.9500000000 USDT;-0.0085950000 USDT;-1.6038
11/02/2021 02:01;BATUSDT;SELL;0.4394;217.7;95.6573800000 USDT;-0.0286972100 USDT;1.65852
11/02/2021 02:01;QTUMUSDT;SELL;8.541;8.4;71.7444000000 USDT;-0.0215233200 USDT;6.8334
11/02/2021 04:01;XTZUSDT;BUY;4;21.6;86.4000000000 USDT;-0.0259200000 USDT;-1.5008
11/02/2021 04:01;WAVESUSDT;SELL;9.9597;8.6;85.6534200000 USDT;-0.0256960200 USDT;1.55531
11/02/2021 04:04;EOSUSDT;BUY;4.2;22.5;94.5000000000 USDT;-0.0094500000 USDT;2.052
11/02/2021 04:05;DASHUSDT;BUY;144.81;0.569;82.3968900000 USDT;-0.0082396800 USDT;-4.05648
11/02/2021 04:05;EOSUSDT;BUY;4.2;22.5;94.5000000000 USDT;-0.0094500000 USDT;0
11/02/2021 04:05;MKRUSDT;BUY;2508.32;0.032;80.2662400000 USDT;-0.0080266200 USDT;-1.30764
11/02/2021 04:05;ZILUSDT;BUY;0.1095;665;72.8175000000 USDT;-0.0072817500 USDT;-3.1046
11/02/2021 04:24;BCHUSDT;BUY;502.49;0.185;92.9606500000 USDT;-0.0092960600 USDT;-1.10105
11/02/2021 04:24;OMGUSDT;BUY;5.68;16.4;93.1520000000 USDT;-0.0093151900 USDT;-2.697
11/02/2021 04:24;BCHUSDT;BUY;502.49;0.185;92.9606500000 USDT;-0.0092960600 USDT;0
11/02/2021 04:24;OMGUSDT;BUY;5.68;16.4;93.1520000000 USDT;-0.0093151900 USDT;0
11/02/2021 04:25;COMPUSDT;BUY;470.15;0.141;66.2911500000 USDT;-0.0066291100 USDT;0.85176
11/02/2021 04:25;COMPUSDT;BUY;470.15;0.044;20.6866000000 USDT;-0.0020686600 USDT;0
11/02/2021 04:40;XRPUSDT;BUY;0.5116;163.6;83.6977600000 USDT;-0.0083697700 USDT;-1.05714
11/02/2021 04:48;LTCUSDT;BUY;179.75;0.44;79.0900000000 USDT;-0.0079089900 USDT;0.64232
11/02/2021 05:00;FTMUSDT;BUY;0.1379;638;87.9802000000 USDT;-0.0087980200 USDT;3.4986
11/02/2021 05:00;FTMUSDT;BUY;0.137809;638;87.9221420000 USDT;-0.0263766400 USDT;0
11/02/2021 05:01;ETHUSDT;BUY;1721.86;0.048;82.6492800000 USDT;-0.0082649200 USDT;0.44424
11/02/2021 06:00;LTCUSDT;SELL;179.88;0.446;80.2264800000 USDT;-0.0240679400 USDT;0.02899
11/02/2021 06:00;XRPUSDT;SELL;0.5153;159.4;82.1388200000 USDT;-0.0246416400 USDT;0.29489
11/02/2021 06:00;DOGEUSDT;SELL;0.072954;1152;84.0430080000 USDT;-0.0252129000 USDT;0.232704
11/02/2021 06:00;SNXUSDT;SELL;25;3.4;85.0000000000 USDT;-0.0085000000 USDT;-0.1887
11/02/2021 06:02;ALGOUSDT;BUY;1.194;76;90.7440000000 USDT;-0.0090744000 USDT;-6.5987
11/02/2021 06:02;OMGUSDT;SELL;5.87;32.3;189.6010000000 USDT;-0.0189601000 USDT;4.579
11/02/2021 06:02;IOSTUSDT;BUY;0.02367;4944;117.0244800000 USDT;-0.0117024400 USDT;-2.60782
11/02/2021 06:03;TRXUSDT;BUY;0.04576;2224;101.7702400000 USDT;-0.0101770200 USDT;0.7884
11/02/2021 06:19;BNBUSDT;BUY;126.96;0.48;60.9408000000 USDT;-0.0060940800 USDT;-1.35
11/02/2021 06:35;ENJUSDT;BUY;0.4352;210;91.3920000000 USDT;-0.0091392000 USDT;-1.2798
11/02/2021 06:38;ETCUSDT;BUY;10.89;7.52;81.8928000000 USDT;-0.0081892800 USDT;-2.4738
11/02/2021 06:38;XLMUSDT;BUY;0.4261;192;81.8112000000 USDT;-0.0081811200 USDT;-3.3592
11/02/2021 08:02;XTZUSDT;SELL;4.05;20.8;84.2400000000 USDT;-0.0252720000 USDT;0.52
11/02/2021 08:02;QTUMUSDT;BUY;8.15;8.8;71.7200000000 USDT;-0.0071720000 USDT;1.6422
11/02/2021 08:02;SXPUSDT;BUY;2.828;35.1;99.2628000000 USDT;-0.0099262800 USDT;-8.98976
11/02/2021 08:03;MATICUSDT;BUY;0.1261;940;118.5340000000 USDT;-0.0118534000 USDT;0.4203
11/02/2021 08:03;LTCUSDT;BUY;181.19;0.443;80.2671700000 USDT;-0.0080267100 USDT;-0.29213
11/02/2021 08:03;NEOUSDT;BUY;36.78;2.46;90.4788000000 USDT;-0.0090478800 USDT;-4.0602
11/02/2021 08:04;OMGUSDT;BUY;6.124;15.7;96.1468000000 USDT;-0.0096146800 USDT;-2.0828
11/02/2021 08:04;LINKUSDT;BUY;27.38;3.08;84.3304000000 USDT;-0.0084330300 USDT;-1.696
11/02/2021 08:14;BANDUSDT;BUY;14.27;6.2;88.4740000000 USDT;-0.0088474000 USDT;-3.808
11/02/2021 09:08;RENUSDT;BUY;0.9029;93;83.9697000000 USDT;-0.0083969700 USDT;-4.2381
11/02/2021 10:02;DOGEUSDT;BUY;0.07357;1142;84.0169400000 USDT;-0.0084016900 USDT;-0.354816
11/02/2021 10:04;SNXUSDT;BUY;25.9;3.3;85.4700000000 USDT;-0.0085470000 USDT;-1.53
11/02/2021 10:05;ADAUSDT;BUY;0.9113;93;84.7509000000 USDT;-0.0084750800 USDT;-2.3912
11/02/2021 10:08;WAVESUSDT;BUY;10.33;7.6;78.5080000000 USDT;-0.0078508000 USDT;-1.59229
11/02/2021 10:08;WAVESUSDT;BUY;10.33;0.7;7.2310000000 USDT;-0.0007231000 USDT;0
